round_epochs,val_loss,val_acc,loss,acc,lr,first_neuron,hidden_layers,batch_size,epochs,dropout,kernel_initializer,optimizer,losses,activation,last_activation
100,0.5928749498866853,0.7698412670029534,0.49406933926400687,0.809523822904444,0.001,6,2,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5410359851897709,0.7698412670029534,0.4878415599161265,0.8095238208770752,0.003,6,5,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.1832581708828608,0.7857142866603912,0.1098752264566973,0.8707482964814115,0.003,12,5,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.17809012366665733,0.7698412670029534,0.1591231030266301,0.809523822904444,0.003,6,5,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.17702719498248326,0.8015872873957195,0.12301978339650194,0.8469387734828352,0.003,6,7,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.17876887794524904,0.7698412670029534,0.14928584672561307,0.8095238208770752,0.001,6,2,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5741413760752905,0.777777772101145,0.35015785547138073,0.8843537341980707,0.003,12,2,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5441095824279483,0.7698412599071623,0.4869838492805455,0.8095238135785473,0.001,6,5,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5903753572040134,0.7777777673706175,0.3709480810124858,0.8231292638648935,0.003,12,2,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.1784304069384696,0.7698412599071623,0.15422237656858503,0.8095238127675998,0.001,12,7,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.17748589754577668,0.7698412599071623,0.1547106847572489,0.8095238115511784,0.001,12,5,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.598186858589687,0.793650782297528,0.38496426812240053,0.8571428534935932,0.001,12,2,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5463519559966193,0.7777777768316723,0.42102984404888283,0.8299319748164845,0.001,6,7,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.6469654459801931,0.7698412670029534,0.49112135009700747,0.809523822904444,0.003,12,2,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17046713474250974,0.7698412670029534,0.143592054087694,0.809523822904444,0.001,12,5,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.19576861981361632,0.7777777768316723,0.11507250120242436,0.8741496643241571,0.001,12,2,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.17711058341794544,0.7777777673706175,0.1479958940272023,0.8129251627694993,0.001,6,2,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.17539610701894004,0.7777777768316723,0.13286167915378297,0.8265306130558455,0.001,6,5,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17813042350231656,0.7698412670029534,0.15922061805011464,0.809523822904444,0.003,12,7,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.20557281138404968,0.7936507879741608,0.11415414725031171,0.8707482989142541,0.001,12,7,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.17744702774853932,0.7698412599071623,0.15477524358196323,0.8095238115511784,0.001,12,7,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.17740560949794829,0.7698412670029534,0.15483037899343335,0.8095238208770752,0.003,6,5,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.6097192187157888,0.7698412670029534,0.4847663724098076,0.809523824931813,0.001,12,2,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5233571302323115,0.7698412670029534,0.4634886985125185,0.809523824931813,0.003,6,5,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.5452074673440721,0.7698412599071623,0.4874891772562144,0.8095238127675998,0.003,12,0,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1927760342756907,0.7777777673706175,0.1500282200927637,0.8163265281794022,0.003,6,2,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.190007018309737,0.777777772101145,0.13983116815893018,0.8197278895345675,0.001,12,2,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.22949523821709647,0.7857142876064966,0.1465208182732264,0.8605442184980224,0.003,6,0,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.22860649996806706,0.7698412599071623,0.2025333061295078,0.8095238115511784,0.001,6,0,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5676809047895764,0.7857142866603912,0.4479968987253247,0.8197278907509888,0.001,12,2,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5444191372583783,0.7698412599071623,0.48698211385279283,0.8095238127675998,0.003,6,0,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.55930400698904,0.8015872930723523,0.2854092078802942,0.9047618982743244,0.001,12,2,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.6803553142244854,0.7698412670029534,0.46681823252009697,0.809523822904444,0.003,6,2,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17665962094352358,0.7857142771993365,0.12460949094522566,0.8265306053518438,0.003,12,7,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17735669016838074,0.7698412599071623,0.15492054510886977,0.8095238127675998,0.003,12,5,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.6514742516335987,0.7857142734149146,0.3882343850168241,0.8299319667070091,0.003,6,5,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.669579683788239,0.7857142819298638,0.31987985846947653,0.8911564605576652,0.001,12,7,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.17640643531367892,0.8174603259752667,0.10241158783030348,0.8945578138033549,0.003,12,7,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17737399230873774,0.7698412599071623,0.15488799030379374,0.8095238147949686,0.001,6,5,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.22281995865087662,0.7857142819298638,0.11462931129067731,0.8707482928321475,0.001,12,0,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.18768401775095198,0.7777777768316723,0.12817956940556058,0.8503401348380004,0.001,6,2,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5208856368821765,0.7698412670029534,0.45648156907282716,0.8095238188497064,0.001,6,2,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.18611084019380902,0.7698412670029534,0.15286446195475908,0.8095238208770752,0.001,6,2,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.6375379571838985,0.7698412670029534,0.38633226882032795,0.8299319788712223,0.001,12,0,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.2301587350075207,0.7698412599071623,0.19047619275698047,0.8095238147949686,0.003,12,0,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.20220501921952716,0.7777777768316723,0.1282872504421643,0.8571428522771719,0.001,6,5,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.17567333082358041,0.7777777768316723,0.14761193289237767,0.8231292598101557,0.003,6,5,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,3.709720316387358,0.7698412670029534,2.9853305054359693,0.809523822904444,0.001,12,0,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.2299913458880924,0.7698412599071623,0.18958781766039984,0.8095238117539153,0.001,6,0,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,3.583403806837778,0.7698412670029534,3.0501339195841024,0.8095238224989703,0.003,12,0,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.1773822054503456,0.7698412670029534,0.15486222100095684,0.809523824931813,0.001,12,7,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.5439679641572256,0.7698412670029534,0.4869481686021195,0.809523822904444,0.001,6,5,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1879084465049562,0.7777777768316723,0.12939692648495135,0.8231292662977361,0.001,12,2,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1773586141921225,0.7698412599071623,0.15492159477910217,0.8095238135785473,0.001,6,7,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17619650207814716,0.7857142866603912,0.1694734848174108,0.8435374202371455,0.003,12,0,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5439421028371841,0.7698412599071623,0.48699925981816794,0.8095238127675998,0.003,12,0,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17807197830979787,0.7698412670029534,0.1590817222992579,0.809523822904444,0.001,6,7,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17791392949838486,0.7698412670029534,0.15867769393791148,0.8095238208770752,0.003,12,5,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.17801271710130903,0.7698412670029534,0.1589453183874792,0.8095238208770752,0.001,12,7,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.6837209444197397,0.7857142771993365,0.37007262552676556,0.8741496481052061,0.003,12,7,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.1773729156407099,0.7698412670029534,0.15488227375713334,0.809523822904444,0.001,12,7,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.1774270087480545,0.7698412670029534,0.15479017104826817,0.8095238208770752,0.001,12,5,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,3.709720316387358,0.7698412670029534,3.0069043830949433,0.8095238208770752,0.001,6,0,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.19514903225122937,0.7936507870280554,0.16136573973510945,0.8911564573138749,0.003,12,0,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5439228746626112,0.7698412599071623,0.48697268091091495,0.8095238156059161,0.001,12,5,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.17738074986707597,0.7698412599071623,0.15488097489792474,0.8095238127675998,0.003,6,7,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.18140773841786006,0.7857142819298638,0.12827639978657773,0.8367346894173395,0.001,6,0,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.2301586043267023,0.7698412670029534,0.20407842961298364,0.8095238168223374,0.003,6,0,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1777663720505578,0.7698412670029534,0.15832278456817678,0.8095238188497064,0.003,12,7,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1736068328221639,0.7777777768316723,0.13850622700185192,0.8265306130558455,0.001,6,2,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.19015510924278745,0.7857142819298638,0.11794670253713317,0.8741496549982603,0.001,6,7,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.19539849625693428,0.7698412670029534,0.1441257875285992,0.809523824931813,0.001,6,2,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.6711573477775331,0.7777777768316723,0.4507259854248592,0.8197278948057265,0.001,12,2,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5445704706131466,0.7698412599071623,0.4869919096936985,0.8095238115511784,0.003,6,5,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5769974967790028,0.7698412670029534,0.4758183374291375,0.809523824931813,0.003,6,2,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1781676887046723,0.7698412670029534,0.15930083921166505,0.8095238208770752,0.001,12,7,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.5647093010327172,0.7936507870280554,0.3023345230185256,0.9047618990852719,0.003,6,2,10,200,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5760104571069989,0.7777777673706175,0.44148159250110186,0.8197278944002527,0.001,12,2,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.17734962796408033,0.7698412670029534,0.1549306530125287,0.809523824931813,0.001,6,5,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.1979335215356615,0.7857142961214459,0.11029446540641136,0.8877550951477622,0.001,12,7,20,200,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5376084787505013,0.7857142771993365,0.46593623076166424,0.8163265350724564,0.001,6,5,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5648088289631737,0.7857142819298638,0.38726818723743467,0.850340124701156,0.001,12,0,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.2212910699465918,0.7857142771993365,0.17789066086212793,0.8265306154886881,0.003,12,0,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5411467362963964,0.7698412670029534,0.48774481833386585,0.8095238235126547,0.001,12,7,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.5443686672619411,0.7698412599071623,0.48697272541166164,0.8095238135785473,0.001,6,7,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5638903677463531,0.777777772101145,0.4621452309039174,0.8231292488623638,0.001,12,2,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.1791158327980647,0.7857142781454419,0.13791748861066339,0.8537415018697985,0.001,12,5,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.541136696225121,0.7698412670029534,0.48775720778776677,0.809523824931813,0.003,6,7,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.6142740590231759,0.8095238161465478,0.5923278420960822,0.8367346991487101,0.003,12,0,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.17751536955909122,0.7698412670029534,0.15466531513094092,0.8095238224989703,0.003,6,7,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.22756791670644094,0.777777772101145,0.1294648869558662,0.8231292529171016,0.003,6,0,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.5439858587961348,0.7698412670029534,0.4869487828948871,0.8095238224989703,0.001,6,7,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5418972363547673,0.7698412670029534,0.48729986195661584,0.8095238208770752,0.001,12,5,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.23015857121301075,0.7698412670029534,0.19047614942197086,0.809523824931813,0.003,12,0,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.6277115747096047,0.777777772101145,0.3799081371755016,0.8231292541335229,0.001,12,2,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
100,0.5438779128922356,0.7698412599071623,0.486973252122094,0.8095238123621259,0.001,6,0,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.6102581128241524,0.7777777673706175,0.4549985446897494,0.8129251761501338,0.003,6,2,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.6809039106444706,0.7777777768316723,0.4044495253335862,0.8401360564491376,0.003,12,0,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function relu at 0xb2811a8c8>,<function sigmoid at 0xb2811a9d8>
200,0.5483517902238029,0.7698412599071623,0.4851713736041063,0.8095238127675998,0.001,12,5,10,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.543912791070484,0.7698412599071623,0.48697404715479636,0.8095238143894948,0.003,6,7,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5506021356771863,0.777777772101145,0.46810059604190646,0.8197278862907773,0.003,12,2,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.5650619722547985,0.7777777730472504,0.4372772917050083,0.8537414880836902,0.003,12,5,10,100,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb280fa2f0>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.21808338011541065,0.7857142771993365,0.12281318405503724,0.8707482948595163,0.003,12,0,10,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
200,0.19289701089026437,0.7857142771993365,0.12989574746817958,0.8503401425420022,0.001,6,7,20,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
100,0.18512595764228276,0.7698412670029534,0.15289107309717712,0.8095238224989703,0.001,6,2,20,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb280f5d08>,<function elu at 0xb2811a6a8>,<function sigmoid at 0xb2811a9d8>
