round_epochs,val_loss,val_acc,loss,acc,lr,first_neuron,hidden_layers,batch_size,epochs,dropout,kernel_initializer,optimizer,losses,activation,last_activation
200,0.23403672061183237,0.6060606132854115,0.1593089225260835,0.8092105239629745,0.4006,12,2,10,200,8,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6888779365655148,0.6060606241226196,0.4925675964669177,0.8092105343545738,0.8002,6,7,5,200,2,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6827020410335425,0.6060606241226196,0.5233271412159267,0.7960526423626825,0.1009,6,1,5,100,4,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24785005323814624,0.6060606241226196,0.1699788638047482,0.7828947497825873,0.4006,12,4,5,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,1.4115251230471062,0.6212121248245239,0.5010846500333986,0.796052630010404,0.6004,12,0,50,100,8,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.2692609616752827,0.6666666856317809,0.11238513028212382,0.8881579014031511,0.3007,12,1,5,200,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.27012881930127286,0.6060606241226196,0.22347166635319796,0.7828947497825873,0.6004,6,0,5,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.248858347083583,0.6060606241226196,0.16735587249460973,0.8092105318056909,0.3007,12,5,50,200,8,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24767896713632526,0.6060606241226196,0.15674131456762552,0.8026315907114431,0.2008,6,6,5,100,4,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24828991068131995,0.651515166867863,0.1306243784431564,0.8815789544268658,0.6004,12,8,5,200,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6917512579397722,0.6060606096730088,0.5292608204640841,0.782894754880353,0.3007,6,6,50,200,8,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24879833604350235,0.6060606132854115,0.17323598510732777,0.78289474390055,0.5005,6,8,10,100,2,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24910704746390833,0.6060606132854115,0.16534948630846644,0.7828947454690933,0.1009,12,7,10,100,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6533131292372039,0.6060606241226196,0.4663986229386769,0.8026315907114431,0.2008,12,4,5,100,4,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6890881332484159,0.6060606241226196,0.4046644131702028,0.7828947497825873,0.1009,12,9,5,200,8,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6888532548239736,0.6060606132854115,0.5232707611040065,0.78289474390055,0.8002,12,6,10,200,2,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24718057319070352,0.6060606241226196,0.1617424997844194,0.8092105357270492,0.8002,12,7,5,100,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.2493984094171813,0.6060606132854115,0.17304148681853948,0.7828947525275382,0.001,6,7,20,200,8,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.2442414083264091,0.621212130243128,0.12927055338054502,0.8749999992157284,0.8002,12,2,10,200,8,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6884666229739334,0.6060606132854115,0.523340994982343,0.782894741939871,0.8002,6,6,10,200,2,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24980543689294296,0.6060606096730088,0.17166055268362948,0.7828947478219083,0.5005,6,3,50,200,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24944827683044202,0.6060606132854115,0.158283993601799,0.8026315914957147,0.7003,6,8,20,100,2,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.23453229665756226,0.6060606241226196,0.15443666546458476,0.8157894846640135,0.9001,12,3,5,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24772902939355734,0.6060606241226196,0.16969100535406093,0.7828947497825873,0.1009,6,3,5,100,4,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6848669142434092,0.6060606241226196,0.5233770574590093,0.7828947497825873,0.5005,12,8,5,200,4,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.2477933249690316,0.6060606241226196,0.1699988800346067,0.7828947497825873,0.1009,6,8,5,200,2,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6919457533142783,0.6060606132854115,0.48224040552189473,0.8092105435697656,0.001,12,8,20,200,8,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24956169724464417,0.6060606132854115,0.15267925866340337,0.7828947525275382,0.7003,6,5,20,200,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.238769378174435,0.6060606096730088,0.19984809622952812,0.7828947478219083,0.001,12,9,50,100,2,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24903658935517975,0.6060606132854115,0.1567415350950078,0.8092105239629745,0.2008,6,6,10,200,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6870405764290781,0.6060606241226196,0.48218268440350104,0.8092105376877283,0.7003,6,4,5,200,2,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24864072036562543,0.6060606241226196,0.16623768254526353,0.7828947497825873,0.9001,6,4,5,100,2,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6908711538170323,0.6060606132854115,0.523618705178562,0.7828947556646246,0.5005,6,6,20,200,4,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6921550938577363,0.6060606132854115,0.5177698527511797,0.7828947493904516,0.9001,12,6,20,100,4,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6927101142478712,0.6060606096730088,0.5125874994616759,0.7828947478219083,0.6004,12,4,50,200,8,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6851870769804175,0.6060606241226196,0.523360182482161,0.7828947497825873,0.5005,12,8,5,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24846569335821903,0.6060606132854115,0.15420023959718251,0.8026315828687266,0.8002,12,2,10,200,8,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6907665747584719,0.6060606132854115,0.529403103025336,0.7828947509589949,0.1009,12,7,20,100,8,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24879771561333627,0.6060606132854115,0.173088243917415,0.78289474390055,0.3007,6,5,10,100,4,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.7137534221013387,0.6060606132854115,0.4495061126194502,0.7828947493904516,0.4006,6,1,20,100,2,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6884858716617931,0.6060606132854115,0.5234506063555416,0.78289474390055,0.9001,12,7,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.7037183461767255,0.6060606096730088,0.5461536155719506,0.7828947478219083,0.7003,12,1,50,100,8,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.2288501091075666,0.6060606132854115,0.1734980305068587,0.7828947415477351,0.1009,6,2,10,100,2,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6925051465178981,0.6060606241226196,0.5172717598708052,0.8092105318056909,0.4006,12,6,50,100,2,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24976300651376898,0.6060606241226196,0.16188694517079152,0.8026315907114431,0.001,6,5,50,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.31120047786019067,0.6363636508132472,0.13397236679386543,0.8552631469149339,0.5005,12,0,10,200,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24811199804147085,0.6060606241226196,0.16897136198454782,0.7828947497825873,0.9001,12,9,5,100,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24787106500430542,0.6060606241226196,0.1699961490046821,0.7828947497825873,0.6004,12,9,5,200,8,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.2477969251798861,0.6060606241226196,0.16999196699869476,0.7828947497825873,0.6004,6,7,5,200,2,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.658028244972229,0.6060606132854115,0.5450206587189123,0.78289474390055,0.2008,12,2,10,100,4,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24911135976964777,0.6060606132854115,0.1650272832301102,0.7828947478219083,0.4006,12,5,10,100,2,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.2487843226302754,0.6060606132854115,0.17294761254207083,0.78289474390055,0.4006,6,3,10,100,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.2470648004250093,0.6060606241226196,0.1576479388842065,0.8092105359231171,0.2008,12,7,5,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24946797887484232,0.621212130243128,0.15352805105871276,0.8157894878011,0.8002,6,9,20,200,4,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24918591931010736,0.6060606132854115,0.16905793189806373,0.78289474390055,0.7003,6,8,10,100,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24651570211757312,0.6060606241226196,0.1633625641514204,0.8157894831935042,0.7003,12,9,5,100,4,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24834241605166232,0.6060606132854115,0.17155986906666504,0.7828947525275382,0.5005,12,3,20,100,2,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.8776795683485089,0.6363636490070459,0.4093162890915808,0.8289473707738676,0.3007,12,0,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6812868696270566,0.6363636417822405,0.3730241517095189,0.8684210487102207,0.6004,6,0,10,200,2,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24953306985623908,0.6060606132854115,0.14497058348436104,0.8223684304638913,0.8002,12,5,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.27219489216804504,0.6060606241226196,0.17735179423423114,0.8223684296796197,0.6004,6,1,5,200,8,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.26675378282864887,0.6212121248245239,0.182101602617063,0.8026315907114431,0.3007,12,1,50,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.2487863184827747,0.6060606132854115,0.17028148550736277,0.78289474390055,0.6004,6,6,10,200,4,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24879709698937155,0.6060606132854115,0.17027383366305576,0.7828947454690933,0.7003,12,7,10,200,4,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.7388483448462053,0.6060606132854115,0.5236103581754785,0.7894736842105263,0.9001,12,0,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.2487957775592804,0.6060606132854115,0.17025529465785152,0.7828947478219083,0.7003,6,7,10,200,2,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24940523685831012,0.6060606132854115,0.17322029016519847,0.7828947525275382,0.4006,6,7,20,200,4,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.39393940184152487,0.6060606241226196,0.21710514532108055,0.7828947497825873,0.6004,6,0,5,200,4,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6918588569670012,0.6060606132854115,0.48250023314827367,0.8092105435697656,0.6004,12,9,20,100,2,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,6.349552674727007,0.6060606132854115,3.4993233116049516,0.7828947509589949,0.6004,12,0,20,100,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6847906257167007,0.6060606241226196,0.5214259549975395,0.7828947497825873,0.4006,12,5,5,200,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.2532094315145955,0.6212121103749131,0.16393643068639854,0.8026315844372699,0.6004,12,1,50,200,2,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6907617377512383,0.6060606132854115,0.5288068989389821,0.7828947493904516,0.1009,6,7,20,100,2,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.2488525654330398,0.6060606132854115,0.17151762868620848,0.78289474390055,0.6004,6,3,10,100,4,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24891900835615216,0.6060606096730088,0.16337340501578232,0.7828947478219083,0.1009,12,3,50,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6867534418900808,0.6060606241226196,0.4818473650436652,0.8092105376877283,0.1009,6,4,5,200,2,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.26695122998772247,0.6212121320493293,0.15546862683013865,0.8157894728999389,0.6004,6,0,10,200,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6911802364118171,0.6363636580380526,0.39031702015352876,0.8684210487102207,0.8002,12,4,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24912870246352573,0.6060606132854115,0.16824950395446076,0.78289474390055,0.2008,12,6,10,100,8,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24870137870311737,0.621212130243128,0.1540768022992109,0.8092105333742342,0.8002,12,7,10,200,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.24958961028041263,0.6060606132854115,0.16845191172079035,0.7828947525275382,0.001,12,7,20,100,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6884663845553542,0.6060606132854115,0.5233499766572526,0.7828947470376366,0.6004,12,6,10,200,0,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.7038885910402645,0.6060606241226196,0.647617400476807,0.7894736933276841,0.1009,12,1,5,200,4,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.2497839516762531,0.6060606096730088,0.17479089157361732,0.782894754880353,0.6004,12,6,50,100,0,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.2507524978030812,0.6060606241226196,0.16931094876245448,0.7894736693093651,0.001,6,1,50,200,4,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24656103054682413,0.6060606132854115,0.17364413487283806,0.7828947509589949,0.5005,12,3,20,100,2,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.23876317567897565,0.6060606096730088,0.20033336568035578,0.7894736693093651,0.4006,12,8,50,100,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6894133000662832,0.6060606241226196,0.48262919514979186,0.8092105376877283,0.1009,6,8,5,200,8,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.2493902760924715,0.6060606132854115,0.17305297953517815,0.7828947525275382,0.2008,6,8,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24955163263913357,0.6060606132854115,0.16412521781105743,0.7828947509589949,0.001,6,4,20,100,0,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.2494201958179474,0.6060606132854115,0.1730945920081515,0.7828947509589949,0.001,12,5,20,200,0,uniform,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.24912537544062643,0.6060606132854115,0.15277248689610706,0.78289474390055,0.1009,12,8,10,200,4,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.2487643708785375,0.6060606132854115,0.15350802345691542,0.8092105333742342,0.2008,12,7,10,200,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.24965033477002924,0.6060606241226196,0.1663674969030054,0.8026315907114431,0.9001,12,7,50,200,8,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
200,0.6904371868480336,0.6060606132854115,0.5278888783956829,0.7828947588017112,0.001,12,3,20,200,2,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.2578125126434095,0.6060606223164182,0.14375765712037192,0.8092105318056909,0.7003,12,0,10,200,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6751762213128986,0.6060606132854115,0.564022958278656,0.7828947509589949,0.9001,6,9,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.2480686085693764,0.6060606241226196,0.16639929098126136,0.8026315907114431,0.6004,12,2,50,100,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.22950790867660986,0.6060606132854115,0.1717602204727499,0.7828947509589949,0.8002,12,2,20,100,8,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.6926152326843955,0.6060606241226196,0.5215823215089346,0.7894736693093651,0.7003,12,6,50,200,2,uniform,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6885053677992388,0.6060606132854115,0.5239111412512628,0.8026315805159117,0.8002,12,1,10,100,0,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6888777722011913,0.6060606132854115,0.5236254471697306,0.78289474390055,0.7003,6,5,10,100,4,uniform,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function elu at 0xb1e091730>,<function sigmoid at 0xb1e091a60>
100,0.6573247873421871,0.6060606132854115,0.5454267318311491,0.7828947525275382,0.2008,6,1,20,100,2,normal,<class 'keras.optimizers.SGD'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.6854996139352972,0.6060606132854115,0.4814440560968299,0.8026315914957147,0.9001,12,2,20,100,0,normal,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0xb1e068378>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24983956597068094,0.6060606096730088,0.1714248721928973,0.7828947478219083,0.5005,6,5,50,100,8,normal,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
100,0.24915578690442172,0.6060606132854115,0.16831964102426641,0.7828947454690933,0.1009,12,8,10,100,8,uniform,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
200,0.3939393957455953,0.6060606132854115,0.21710526551070966,0.7828947525275382,0.001,12,0,20,200,0,normal,<class 'keras.optimizers.SGD'>,<function mean_squared_error at 0xb1e067d90>,<function relu at 0xb1e091950>,<function sigmoid at 0xb1e091a60>
